Type;ID;X;Y;Z
1;1;29.3665;0;-12.3545
1;1;-3.51688;0;-31.6648
1;1;-31.3617;0;-5.60967
1;1;-14.2754;0;28.4822
1;1;23.2629;0;21.7683
1;1;27.473;0;-16.1325
1;1;-7.67682;0;-30.9207
1;1;-31.8283;0;-1.40955
1;1;-10.3801;0;30.1211
1;1;25.9394;0;18.498
1;1;25.0962;0;-19.6267
1;1;-11.7017;0;-29.6327
1;1;-31.7348;0;2.81538
1;1;-6.30223;0;31.2299
1;1;28.1594;0;14.9021
1;1;22.2778;0;-22.7756
1;1;-15.5207;0;-27.8232
1;1;-31.083;0;6.99077
1;1;-2.11346;0;31.7893
1;1;29.884;0;11.0441
1;1;19.0674;0;-25.5237
1;1;-19.0666;0;-25.5243
1;1;-29.8843;0;11.0432
1;1;2.1125;0;31.7893
1;1;31.0828;0;6.99171
1;1;15.5215;0;-27.8228
1;1;-22.2771;0;-22.7762
1;1;-28.1599;0;14.9013
1;1;6.30129;0;31.2301
1;1;31.7347;0;2.81633
1;1;11.7026;0;-29.6323
1;1;-25.0956;0;-19.6275
1;1;-25.9399;0;18.4972
1;1;10.3792;0;30.1214
1;1;31.8283;0;-1.40859
1;1;7.67776;0;-30.9205
1;1;-27.4725;0;-16.1334
1;1;-23.2636;0;21.7676
1;1;14.2745;0;28.4827
1;1;31.3619;0;-5.60873
1;1;3.51783;0;-31.6646
1;1;-29.3661;0;-12.3554
1;1;-20.1779;0;24.6551
1;1;17.9187;0;26.3429
1;1;30.3437;0;-9.71019
1;1;-0.703986;0;-31.8517
1;1;-30.743;0;-8.36005
1;1;-16.7373;0;27.1088
1;1;21.2476;0;23.7395
1;1;28.7916;0;-13.6408
1;1;-4.91342;0;-31.4783
1;1;-31.5791;0;-4.21761
1;1;-13.0021;0;29.0855
1;1;24.2026;0;20.7185
1;1;26.7329;0;-17.3314
1;1;-9.0364;0;-30.5511
1;1;-31.8595;0;-0.000960383
1;1;-9.03824;0;30.5505
1;1;29.8595;0;0
1;1;8.47;0;-28.633
1;1;-25.0542;0;-16.2442
1;1;-22.6839;0;19.4172
1;1;12.1851;0;27.26
1;1;29.5968;0;-3.95195
1;1;4.60586;0;-29.5021
1;1;-26.9838;0;-12.7853
1;1;-19.9144;0;22.2487
1;1;15.6858;0;25.4075
1;1;28.8134;0;-7.83437
1;1;0.660693;0;-29.8521
1;1;-28.4385;0;-9.10148
1;1;-16.7946;0;24.6887
1;1;18.9106;0;23.108
1;1;27.523;0;-11.5789
1;1;-3.2961;0;-29.677
1;1;-29.393;0;-5.25752
1;1;-13.3792;0;26.6943
1;1;21.8026;0;20.4018
1;1;25.7484;0;-15.1198
1;1;-7.19491;0;-28.9797
1;1;-29.8302;0;-1.32106
1;1;-9.7285;0;28.2302
1;1;24.311;0;17.3367
1;1;23.5207;0;-18.3946
1;1;-10.9671;0;-27.7725
1;1;-29.7426;0;2.63864
1;1;-5.90661;0;29.2694
1;1;26.3917;0;13.9666
1;1;20.8792;0;-21.3458
1;1;-14.5464;0;-26.0766
1;1;-29.1318;0;6.55192
1;1;-1.98078;0;29.7937
1;1;28.008;0;10.3508
1;1;17.8704;0;-23.9214
1;1;-17.8697;0;-23.922
1;1;-28.0083;0;10.3499
1;1;1.97989;0;29.7937
1;1;29.1316;0;6.5528
1;1;14.5472;0;-26.0762
1;1;-20.8786;0;-21.3465
1;1;-26.3921;0;13.9658
1;1;5.90572;0;29.2696
1;1;29.7426;0;2.63954
1;1;10.968;0;-27.7721
1;1;-23.5202;0;-18.3953
1;1;-24.3115;0;17.336
1;1;9.72765;0;28.2305
1;1;29.8303;0;-1.32016
1;1;7.19578;0;-28.9794
1;1;-25.7479;0;-15.1206
1;1;-21.8032;0;20.4012
1;1;13.3784;0;26.6947
1;1;29.3931;0;-5.25664
1;1;3.297;0;-29.6769
1;1;-27.5226;0;-11.5798
1;1;-18.9113;0;23.1074
1;1;16.7938;0;24.6892
1;1;28.4388;0;-9.10062
1;1;-0.659793;0;-29.8522
1;1;-28.8131;0;-7.83524
1;1;-15.6866;0;25.407
1;1;19.9137;0;22.2493
1;1;26.9841;0;-12.7845
1;1;-4.60497;0;-29.5022
1;1;-29.5967;0;-3.95284
1;1;-12.1859;0;27.2597
1;1;22.6833;0;19.4179
1;1;25.0547;0;-16.2434
1;1;-8.46914;0;-28.6332
1;1;-29.8595;0;-0.000900094
1;1;-8.47086;0;28.6327
1;1;27.8595;0;0
1;1;7.90267;0;-26.7151
1;1;-23.3761;0;-15.1561
1;1;-21.1645;0;18.1167
1;1;11.3689;0;25.4342
1;1;27.6144;0;-3.68725
1;1;4.29736;0;-27.526
1;1;-25.1764;0;-11.9289
1;1;-18.5805;0;20.7584
1;1;14.6352;0;23.7057
1;1;26.8834;0;-7.30962
1;1;0.616439;0;-27.8526
1;1;-26.5337;0;-8.49186
1;1;-15.6697;0;23.035
1;1;17.6439;0;21.5602
1;1;25.6795;0;-10.8034
1;1;-3.07533;0;-27.6892
1;1;-27.4242;0;-4.90537
1;1;-12.4831;0;24.9063
1;1;20.3422;0;19.0353
1;1;24.0237;0;-14.1071
1;1;-6.71299;0;-27.0386
1;1;-27.8322;0;-1.23258
1;1;-9.07688;0;26.3393
1;1;22.6826;0;16.1755
1;1;21.9453;0;-17.1626
1;1;-10.2325;0;-25.9122
1;1;-27.7505;0;2.4619
1;1;-5.51098;0;27.3089
1;1;24.624;0;13.0311
1;1;19.4807;0;-19.9161
1;1;-13.5721;0;-24.33
1;1;-27.1805;0;6.11307
1;1;-1.84811;0;27.7981
1;1;26.132;0;9.65746
1;1;16.6734;0;-22.3192
1;1;-16.6728;0;-22.3197
1;1;-26.1323;0;9.65668
1;1;1.84727;0;27.7981
1;1;27.1803;0;6.11389
1;1;13.5728;0;-24.3296
1;1;-19.4801;0;-19.9167
1;1;-24.6243;0;13.0304
1;1;5.51016;0;27.3091
1;1;27.7504;0;2.46274
1;1;10.2333;0;-25.9119
1;1;-21.9448;0;-17.1632
1;1;-22.6831;0;16.1748
1;1;9.07609;0;26.3396
1;1;27.8322;0;-1.23174
1;1;6.7138;0;-27.0384
1;1;-24.0233;0;-14.1078
1;1;-20.3428;0;19.0347
1;1;12.4823;0;24.9066
1;1;27.4243;0;-4.90454
1;1;3.07616;0;-27.6891
1;1;-25.6792;0;-10.8042
1;1;-17.6446;0;21.5596
1;1;15.669;0;23.0355
1;1;26.534;0;-8.49106
1;1;-0.6156;0;-27.8527
1;1;-26.8832;0;-7.31043
1;1;-14.6359;0;23.7053
1;1;18.5799;0;20.759
1;1;25.1767;0;-11.9282
1;1;-4.29653;0;-27.5262
1;1;-27.6143;0;-3.68808
1;1;-11.3697;0;25.4338
1;1;21.1639;0;18.1173
1;1;23.3765;0;-15.1554
1;1;-7.90187;0;-26.7153
1;1;-27.8595;0;-0.000839805
1;1;-7.90348;0;26.7149
1;1;25.8595;0;0
1;1;7.33535;0;-24.7973
1;1;-21.6979;0;-14.0681
1;1;-19.6451;0;16.8161
1;1;10.5528;0;23.6083
1;1;25.632;0;-3.42254
1;1;3.98886;0;-25.55
1;1;-23.369;0;-11.0726
1;1;-17.2467;0;19.2682
1;1;13.5845;0;22.0039
1;1;24.9535;0;-6.78487
1;1;0.572186;0;-25.8531
1;1;-24.6289;0;-7.88224
1;1;-14.5448;0;21.3813
1;1;16.3773;0;20.0124
1;1;23.836;0;-10.0278
1;1;-2.85455;0;-25.7014
1;1;-25.4554;0;-4.55322
1;1;-11.5869;0;23.1183
1;1;18.8819;0;17.6688
1;1;22.2991;0;-13.0943
1;1;-6.23107;0;-25.0975
1;1;-25.8341;0;-1.14409
1;1;-8.42526;0;24.4484
1;1;21.0543;0;15.0143
1;1;20.3699;0;-15.9305
1;1;-9.49795;0;-24.052
1;1;-25.7583;0;2.28517
1;1;-5.11535;0;25.3485
1;1;22.8562;0;12.0956
1;1;18.0822;0;-18.4863
1;1;-12.5977;0;-22.5834
1;1;-25.2292;0;5.67422
1;1;-1.71544;0;25.8025
1;1;24.256;0;8.96417
1;1;15.4765;0;-20.7169
1;1;-15.4759;0;-20.7174
1;1;-24.2563;0;8.96344
1;1;1.71466;0;25.8025
1;1;25.2291;0;5.67498
1;1;12.5984;0;-22.583
1;1;-18.0817;0;-18.4869
1;1;-22.8566;0;12.0949
1;1;5.11459;0;25.3486
1;1;25.7582;0;2.28594
1;1;9.49868;0;-24.0517
1;1;-20.3694;0;-15.9311
1;1;-21.0547;0;15.0137
1;1;8.42453;0;24.4487
1;1;25.8342;0;-1.14331
1;1;6.23183;0;-25.0973
1;1;-22.2987;0;-13.095
1;1;-18.8824;0;17.6682
1;1;11.5862;0;23.1186
1;1;25.4556;0;-4.55245
1;1;2.85533;0;-25.7013
1;1;-23.8357;0;-10.0285
1;1;-16.3779;0;20.0119
1;1;14.5441;0;21.3818
1;1;24.6291;0;-7.88149
1;1;-0.571407;0;-25.8531
1;1;-24.9533;0;-6.78562
1;1;-13.5852;0;22.0035
1;1;17.2461;0;19.2687
1;1;23.3693;0;-11.0719
1;1;-3.98809;0;-25.5501
1;1;-25.6319;0;-3.42332
1;1;-10.5535;0;23.6079
1;1;19.6446;0;16.8167
1;1;21.6984;0;-14.0674
1;1;-7.3346;0;-24.7975
1;1;-25.8595;0;-0.000779517
1;1;-7.3361;0;24.797
1;1;23.8595;0;0
1;1;6.76803;0;-22.8794
1;1;-20.0198;0;-12.98
1;1;-18.1257;0;15.5155
1;1;9.73662;0;21.7824
1;1;23.6496;0;-3.15784
1;1;3.68036;0;-23.5739
1;1;-21.5616;0;-10.2162
1;1;-15.9128;0;17.778
1;1;12.5339;0;20.3021
1;1;23.0236;0;-6.26012
1;1;0.527932;0;-23.8536
1;1;-22.7241;0;-7.27262
1;1;-13.4198;0;19.7277
1;1;15.1107;0;18.4646
1;1;21.9925;0;-9.25226
1;1;-2.63378;0;-23.7136
1;1;-23.4867;0;-4.20107
1;1;-10.6908;0;21.3303
1;1;17.4215;0;16.3023
1;1;20.5745;0;-12.0816
1;1;-5.74915;0;-23.1564
1;1;-23.8361;0;-1.05561
1;1;-7.77364;0;22.5576
1;1;19.4259;0;13.8531
1;1;18.7944;0;-14.6984
1;1;-8.76337;0;-22.1918
1;1;-23.7661;0;2.10843
1;1;-4.71972;0;23.388
1;1;21.0885;0;11.1601
1;1;16.6837;0;-17.0566
1;1;-11.6234;0;-20.8367
1;1;-23.278;0;5.23537
1;1;-1.58276;0;23.8069
1;1;22.38;0;8.27087
1;1;14.2795;0;-19.1146
1;1;-14.2789;0;-19.1151
1;1;-22.3803;0;8.27019
1;1;1.58205;0;23.8069
1;1;23.2778;0;5.23607
1;1;11.624;0;-20.8364
1;1;-16.6832;0;-17.0571
1;1;-21.0888;0;11.1595
1;1;4.71902;0;23.3881
1;1;23.7661;0;2.10915
1;1;8.76404;0;-22.1916
1;1;-18.794;0;-14.699
1;1;-19.4263;0;13.8525
1;1;7.77296;0;22.5578
1;1;23.8361;0;-1.05489
1;1;5.74985;0;-23.1563
1;1;-20.5741;0;-12.0822
1;1;-17.422;0;16.3017
1;1;10.6901;0;21.3306
1;1;23.4868;0;-4.20036
1;1;2.63449;0;-23.7136
1;1;-21.9922;0;-9.25292
1;1;-15.1112;0;18.4642
1;1;13.4192;0;19.7281
1;1;22.7243;0;-7.27193
1;1;-0.527213;0;-23.8536
1;1;-23.0234;0;-6.26082
1;1;-12.5345;0;20.3017
1;1;15.9122;0;17.7785
1;1;21.5619;0;-10.2156
1;1;-3.67964;0;-23.574
1;1;-23.6495;0;-3.15855
1;1;-9.73727;0;21.7821
1;1;18.1253;0;15.5161
1;1;20.0202;0;-12.9794
1;1;-6.76734;0;-22.8796
1;1;-23.8595;0;-0.000719228
1;1;-6.76871;0;22.8792
1;1;21.8595;0;0
1;1;6.2007;0;-20.9616
1;1;-18.3416;0;-11.892
1;1;-16.6064;0;14.2149
1;1;8.92045;0;19.9565
1;1;21.6672;0;-2.89314
1;1;3.37185;0;-21.5978
1;1;-19.7542;0;-9.35984
1;1;-14.5789;0;16.2878
1;1;11.4833;0;18.6003
1;1;21.0936;0;-5.73537
1;1;0.483679;0;-21.8541
1;1;-20.8192;0;-6.66299
1;1;-12.2949;0;18.074
1;1;13.844;0;16.9168
1;1;20.149;0;-8.4767
1;1;-2.41301;0;-21.7259
1;1;-21.5179;0;-3.84892
1;1;-9.79465;0;19.5423
1;1;15.9612;0;14.9357
1;1;18.8498;0;-11.0689
1;1;-5.26723;0;-21.2154
1;1;-21.8381;0;-0.967121
1;1;-7.12203;0;20.6667
1;1;17.7976;0;12.6918
1;1;17.219;0;-13.4663
1;1;-8.02879;0;-20.3316
1;1;-21.7739;0;1.93169
1;1;-4.3241;0;21.4275
1;1;19.3208;0;10.2247
1;1;15.2852;0;-15.6268
1;1;-10.6491;0;-19.0901
1;1;-21.3267;0;4.79652
1;1;-1.45009;0;21.8113
1;1;20.5041;0;7.57757
1;1;13.0825;0;-17.5124
1;1;-13.082;0;-17.5128
1;1;-20.5043;0;7.57695
1;1;1.44943;0;21.8113
1;1;21.3266;0;4.79716
1;1;10.6497;0;-19.0898
1;1;-15.2848;0;-15.6273
1;1;-19.3211;0;10.2241
1;1;4.32345;0;21.4276
1;1;21.7739;0;1.93235
1;1;8.0294;0;-20.3314
1;1;-17.2186;0;-13.4668
1;1;-17.7979;0;12.6913
1;1;7.1214;0;20.6669
1;1;21.8381;0;-0.966463
1;1;5.26787;0;-21.2152
1;1;-18.8495;0;-11.0694
1;1;-15.9616;0;14.9352
1;1;9.79406;0;19.5426
1;1;21.5181;0;-3.84827
1;1;2.41366;0;-21.7258
1;1;-20.1487;0;-8.4773
1;1;-13.8445;0;16.9164
1;1;12.2944;0;18.0744
1;1;20.8194;0;-6.66237
1;1;-0.48302;0;-21.8541
1;1;-21.0935;0;-5.73601
1;1;-11.4838;0;18.5999
1;1;14.5784;0;16.2882
1;1;19.7545;0;-9.35924
1;1;-3.3712;0;-21.5979
1;1;-21.6671;0;-2.89379
1;1;-8.92105;0;19.9562
1;1;16.6059;0;14.2154
1;1;18.342;0;-11.8915
1;1;-6.20007;0;-20.9617
1;1;-21.8595;0;-0.000658939
1;1;-6.20133;0;20.9614
1;1;19.8595;0;0
1;1;5.63338;0;-19.0437
1;1;-16.6635;0;-10.804
1;1;-15.087;0;12.9144
1;1;8.10429;0;18.1306
1;1;19.6847;0;-2.62843
1;1;3.06335;0;-19.6218
1;1;-17.9468;0;-8.50347
1;1;-13.245;0;14.7975
1;1;10.4326;0;16.8985
1;1;19.1637;0;-5.21062
1;1;0.439425;0;-19.8546
1;1;-18.9144;0;-6.05337
1;1;-11.17;0;16.4204
1;1;12.5774;0;15.369
1;1;18.3055;0;-7.70113
1;1;-2.19223;0;-19.7381
1;1;-19.5492;0;-3.49677
1;1;-8.8985;0;17.7543
1;1;14.5008;0;13.5692
1;1;17.1252;0;-10.0561
1;1;-4.78532;0;-19.2743
1;1;-19.84;0;-0.878635
1;1;-6.47041;0;18.7758
1;1;16.1692;0;11.5306
1;1;15.6436;0;-12.2342
1;1;-7.29421;0;-18.4714
1;1;-19.7818;0;1.75495
1;1;-3.92847;0;19.467
1;1;17.553;0;9.28916
1;1;13.8867;0;-14.1971
1;1;-9.67476;0;-17.3435
1;1;-19.3755;0;4.35767
1;1;-1.31742;0;19.8157
1;1;18.6281;0;6.88427
1;1;11.8856;0;-15.9101
1;1;-11.8851;0;-15.9105
1;1;-18.6283;0;6.88371
1;1;1.31682;0;19.8158
1;1;19.3753;0;4.35825
1;1;9.67528;0;-17.3432
1;1;-13.8863;0;-14.1975
1;1;-17.5533;0;9.28864
1;1;3.92788;0;19.4671
1;1;19.7817;0;1.75555
1;1;7.29476;0;-18.4712
1;1;-15.6432;0;-12.2347
1;1;-16.1695;0;11.5301
1;1;6.46984;0;18.776
1;1;19.84;0;-0.878037
1;1;4.7859;0;-19.2742
1;1;-17.1249;0;-10.0567
1;1;-14.5013;0;13.5688
1;1;8.89796;0;17.7546
1;1;19.5493;0;-3.49618
1;1;2.19283;0;-19.738
1;1;-18.3052;0;-7.70168
1;1;-12.5778;0;15.3687
1;1;11.1695;0;16.4207
1;1;18.9146;0;-6.0528
1;1;-0.438827;0;-19.8546
1;1;-19.1635;0;-5.2112
1;1;-10.4331;0;16.8982
1;1;13.2446;0;14.7979
1;1;17.9471;0;-8.50293
1;1;-3.06276;0;-19.6219
1;1;-19.6847;0;-2.62903
1;1;-8.10483;0;18.1304
1;1;15.0866;0;12.9148
1;1;16.6638;0;-10.8035
1;1;-5.6328;0;-19.0439
1;1;-19.8595;0;-0.00059865
1;1;-5.63395;0;19.0435
1;1;17.8595;0;0
1;1;5.06605;0;-17.1259
1;1;-14.9854;0;-9.71592
1;1;-13.5676;0;11.6138
1;1;7.28812;0;16.3047
1;1;17.7023;0;-2.36373
1;1;2.75485;0;-17.6457
1;1;-16.1395;0;-7.64711
1;1;-11.9111;0;13.3073
1;1;9.38196;0;15.1967
1;1;17.2338;0;-4.68587
1;1;0.395172;0;-17.8551
1;1;-17.0096;0;-5.44375
1;1;-10.0451;0;14.7667
1;1;11.3107;0;13.8213
1;1;16.462;0;-6.92557
1;1;-1.97146;0;-17.7503
1;1;-17.5804;0;-3.14461
1;1;-8.00235;0;15.9663
1;1;13.0405;0;12.2027
1;1;15.4005;0;-9.04341
1;1;-4.3034;0;-17.3332
1;1;-17.842;0;-0.79015
1;1;-5.81879;0;16.885
1;1;14.5408;0;10.3694
1;1;14.0682;0;-11.0021
1;1;-6.55962;0;-16.6112
1;1;-17.7896;0;1.57822
1;1;-3.53284;0;17.5065
1;1;15.7853;0;8.35367
1;1;12.4882;0;-12.7673
1;1;-8.70044;0;-15.5969
1;1;-17.4242;0;3.91882
1;1;-1.18474;0;17.8201
1;1;16.7521;0;6.19097
1;1;10.6886;0;-14.3078
1;1;-10.6882;0;-14.3081
1;1;-16.7523;0;6.19047
1;1;1.1842;0;17.8202
1;1;17.4241;0;3.91934
1;1;8.70091;0;-15.5966
1;1;-12.4879;0;-12.7677
1;1;-15.7856;0;8.3532
1;1;3.53232;0;17.5067
1;1;17.7895;0;1.57875
1;1;6.56012;0;-16.611
1;1;-14.0678;0;-11.0026
1;1;-14.5411;0;10.369
1;1;5.81828;0;16.8851
1;1;17.842;0;-0.789612
1;1;4.30392;0;-17.3331
1;1;-15.4003;0;-9.04388
1;1;-13.0409;0;12.2023
1;1;8.00187;0;15.9665
1;1;17.5805;0;-3.14408
1;1;1.97199;0;-17.7502
1;1;-16.4618;0;-6.92606
1;1;-11.3112;0;13.8209
1;1;10.0447;0;14.767
1;1;17.0097;0;-5.44324
1;1;-0.394634;0;-17.8551
1;1;-17.2336;0;-4.68639
1;1;-9.38242;0;15.1964
1;1;11.9107;0;13.3077
1;1;16.1397;0;-7.64662
1;1;-2.75431;0;-17.6458
1;1;-17.7023;0;-2.36426
1;1;-7.28861;0;16.3045
1;1;13.5673;0;11.6142
1;1;14.9857;0;-9.71547
1;1;-5.06554;0;-17.126
1;1;-17.8595;0;-0.000538362
1;1;-5.06657;0;17.1257
1;1;15.8595;0;0
1;1;4.49873;0;-15.208
1;1;-13.3072;0;-8.62788
1;1;-12.0482;0;10.3132
1;1;6.47196;0;14.4788
1;1;15.7199;0;-2.09903
1;1;2.44634;0;-15.6696
1;1;-14.3321;0;-6.79074
1;1;-10.5773;0;11.8171
1;1;8.33132;0;13.4949
1;1;15.3038;0;-4.16112
1;1;0.350918;0;-15.8556
1;1;-15.1048;0;-4.83413
1;1;-8.92021;0;13.1131
1;1;10.0441;0;12.2735
1;1;14.6185;0;-6.15001
1;1;-1.75068;0;-15.7625
1;1;-15.6117;0;-2.79246
1;1;-7.1062;0;14.1783
1;1;11.5802;0;10.8362
1;1;13.6759;0;-8.03068
1;1;-3.82148;0;-15.3922
1;1;-15.8439;0;-0.701665
1;1;-5.16717;0;14.9941
1;1;12.9125;0;9.20818
1;1;12.4927;0;-9.77007
1;1;-5.82504;0;-14.751
1;1;-15.7974;0;1.40148
1;1;-3.13722;0;15.5461
1;1;14.0176;0;7.41818
1;1;11.0897;0;-11.3376
1;1;-7.72611;0;-13.8503
1;1;-15.4729;0;3.47996
1;1;-1.05207;0;15.8245
1;1;14.8761;0;5.49767
1;1;9.49163;0;-12.7056
1;1;-9.49125;0;-12.7058
1;1;-14.8763;0;5.49722
1;1;1.05159;0;15.8246
1;1;15.4728;0;3.48043
1;1;7.72653;0;-13.85
1;1;-11.0894;0;-11.3379
1;1;-14.0178;0;7.41776
1;1;3.13675;0;15.5462
1;1;15.7974;0;1.40196
1;1;5.82549;0;-14.7508
1;1;-12.4924;0;-9.77044
1;1;-12.9127;0;9.20779
1;1;5.16671;0;14.9942
1;1;15.8439;0;-0.701187
1;1;3.82194;0;-15.392
1;1;-13.6757;0;-8.0311
1;1;-11.5805;0;10.8358
1;1;7.10578;0;14.1785
1;1;15.6118;0;-2.79199
1;1;1.75116;0;-15.7625
1;1;-14.6183;0;-6.15045
1;1;-10.0445;0;12.2732
1;1;8.91982;0;13.1133
1;1;15.1049;0;-4.83367
1;1;-0.35044;0;-15.8556
1;1;-15.3037;0;-4.16158
1;1;-8.33173;0;13.4946
1;1;10.5769;0;11.8174
1;1;14.3323;0;-6.79031
1;1;-2.44587;0;-15.6697
1;1;-15.7199;0;-2.0995
1;1;-6.4724;0;14.4786
1;1;12.0479;0;10.3136
1;1;13.3075;0;-8.62748
1;1;-4.49827;0;-15.2082
1;1;-15.8595;0;-0.000478073
1;1;-4.49919;0;15.2079
1;1;13.8595;0;0
1;1;3.9314;0;-13.2902
1;1;-11.6291;0;-7.53984
1;1;-10.5289;0;9.01264
1;1;5.6558;0;12.6529
1;1;13.7375;0;-1.83432
1;1;2.13784;0;-13.6936
1;1;-12.5247;0;-5.93438
1;1;-9.2434;0;10.3269
1;1;7.28068;0;11.7931
1;1;13.3739;0;-3.63637
1;1;0.306665;0;-13.8561
1;1;-13.1999;0;-4.22451
1;1;-7.7953;0;11.4594
1;1;8.77746;0;10.7257
1;1;12.775;0;-5.37444
1;1;-1.52991;0;-13.7748
1;1;-13.6429;0;-2.44031
1;1;-6.21006;0;12.3903
1;1;10.1198;0;9.46964
1;1;11.9513;0;-7.01795
1;1;-3.33956;0;-13.4511
1;1;-13.8459;0;-0.613179
1;1;-4.51555;0;13.1032
