X;Y;Z
-19.5546;0;-66.112
-68.9433;0;-0.00207825
-19.5586;0;66.1108
66.9433;0;0
18.9893;0;-64.1935
-56.1702;0;-36.4186
-50.856;0;43.5324
27.3184;0;61.1156
66.3544;0;-8.86006
10.3261;0;-66.1421
-60.4961;0;-28.664
-44.647;0;49.8803
35.1668;0;56.9623
64.598;0;-17.5642
1.48124;0;-66.9269
-63.7577;0;-20.405
-37.6525;0;55.3506
42.3965;0;51.8068
61.7051;0;-25.9594
-7.38968;0;-66.5342
-65.8974;0;-11.7871
-29.9955;0;59.8471
48.8802;0;45.7398
57.7265;0;-33.8978
-16.1306;0;-64.9708
-66.8777;0;-2.96175
-21.8108;0;63.2905
54.5039;0;38.868
52.7322;0;-41.2398
-24.5877;0;-62.2643
-66.6814;0;5.91569
-13.2423;0;65.6205
59.1687;0;31.3124
46.8101;0;-47.8562
-32.6122;0;-58.4624
-65.3118;0;14.689
-4.44081;0;66.7958
62.7924;0;23.2059
40.0645;0;-53.6306
-40.0629;0;-53.6318
-62.7931;0;23.204
4.4388;0;66.796
65.3114;0;14.691
32.6139;0;-58.4614
-46.8087;0;-47.8576
-59.1697;0;31.3106
13.2403;0;65.6209
66.6812;0;5.9177
24.5896;0;-62.2636
-52.731;0;-41.2414
-54.5051;0;38.8664
21.8089;0;63.2912
66.8778;0;-2.95973
16.1325;0;-64.9703
-57.7254;0;-33.8995
-48.8816;0;45.7383
29.9937;0;59.848
65.8978;0;-11.7851
7.39169;0;-66.5339
-61.7043;0;-25.9612
-42.398;0;51.8055
37.6508;0;55.3518
63.7583;0;-20.4031
-1.47922;0;-66.9269
-64.5975;0;-17.5662
-35.1685;0;56.9612
44.6455;0;49.8817
60.497;0;-28.6621
-10.3241;0;-66.1424
-66.3541;0;-8.86206
-27.3202;0;61.1147
50.8547;0;43.5339
56.1713;0;-36.4169
-18.9873;0;-64.1941
-66.9433;0;-0.00201796
-18.9912;0;64.193
64.9433;0;0
18.422;0;-62.2757
-54.4921;0;-35.3305
-49.3366;0;42.2318
26.5022;0;59.2897
64.372;0;-8.59536
10.0176;0;-64.166
-58.6887;0;-27.8076
-43.3131;0;48.3901
34.1161;0;55.2605
62.6681;0;-17.0395
1.43698;0;-64.9274
-61.8528;0;-19.7954
-36.5276;0;53.697
41.1298;0;50.259
59.8616;0;-25.1838
-7.16891;0;-64.5464
-63.9286;0;-11.4349
-29.0994;0;58.0591
47.4199;0;44.3733
56.0018;0;-32.885
-15.6487;0;-63.0297
-64.8797;0;-2.87326
-21.1592;0;61.3997
52.8756;0;37.7068
51.1568;0;-40.0077
-23.8531;0;-60.4041
-64.6892;0;5.73895
-12.8467;0;63.66
57.401;0;30.3769
45.4116;0;-46.4264
-31.6379;0;-56.7157
-63.3606;0;14.2502
-4.30814;0;64.8002
60.9165;0;22.5126
38.8675;0;-52.0283
-38.866;0;-52.0295
-60.9171;0;22.5107
4.30619;0;64.8004
63.3601;0;14.2521
31.6396;0;-56.7148
-45.4102;0;-46.4278
-57.4019;0;30.3752
12.8447;0;63.6604
64.689;0;5.7409
23.8549;0;-60.4034
-51.1556;0;-40.0092
-52.8767;0;37.7052
21.1573;0;61.4003
64.8798;0;-2.87131
15.6506;0;-63.0293
-56.0008;0;-32.8867
-47.4212;0;44.3718
29.0976;0;58.06
63.929;0;-11.433
7.17086;0;-64.5462
-59.8608;0;-25.1856
-41.1313;0;50.2578
36.526;0;53.6981
61.8534;0;-19.7935
-1.43503;0;-64.9274
-62.6675;0;-17.0414
-34.1178;0;55.2594
43.3117;0;48.3914
58.6896;0;-27.8058
-10.0157;0;-64.1663
-64.3717;0;-8.5973
-26.504;0;59.2889
49.3354;0;42.2333
54.4931;0;-35.3289
-18.4201;0;-62.2762
-64.9433;0;-0.00195767
-18.4238;0;62.2751
62.9433;0;0
17.8546;0;-60.3578
-52.8139;0;-34.2425
-47.8173;0;40.9313
25.686;0;57.4638
62.3896;0;-8.33065
9.70909;0;-62.19
-56.8814;0;-26.9512
-41.9793;0;46.8999
33.0655;0;53.5587
60.7381;0;-16.5147
1.39273;0;-62.9279
-59.948;0;-19.1858
-35.4027;0;52.0433
39.8632;0;48.7112
58.0181;0;-24.4082
-6.94814;0;-62.5586
-61.9599;0;-11.0828
-28.2032;0;56.2711
45.9595;0;43.0067
54.2772;0;-31.8723
-15.1668;0;-61.0887
-62.8816;0;-2.78478
-20.5075;0;59.5088
51.2472;0;36.5456
49.5813;0;-38.7756
-23.1185;0;-58.5439
-62.697;0;5.56222
-12.451;0;61.6995
55.6333;0;29.4414
44.0131;0;-44.9967
-30.6635;0;-54.9691
-61.4093;0;13.8113
-4.17546;0;62.8046
59.0405;0;21.8193
37.6706;0;-50.426
-37.669;0;-50.4272
-59.0411;0;21.8175
4.17357;0;62.8048
61.4089;0;13.8132
30.6652;0;-54.9682
-44.0118;0;-44.998
-55.6342;0;29.4397
12.4492;0;61.6999
62.6969;0;5.56411
23.1203;0;-58.5432
-49.5802;0;-38.7771
-51.2483;0;36.544
20.5057;0;59.5094
62.8817;0;-2.78288
15.1686;0;-61.0882
-54.2762;0;-31.874
-45.9608;0;43.0053
28.2015;0;56.2719
61.9602;0;-11.0809
6.95002;0;-62.5584
-58.0173;0;-24.41
-39.8647;0;48.71
35.4011;0;52.0444
59.9486;0;-19.184
-1.39083;0;-62.9279
-60.7376;0;-16.5166
-33.0671;0;53.5577
41.9779;0;46.9011
56.8822;0;-26.9495
-9.70722;0;-62.1902
-62.3893;0;-8.33253
-25.6878;0;57.463
47.816;0;40.9327
52.8149;0;-34.2409
-17.8528;0;-60.3584
-62.9433;0;-0.00189738
-17.8564;0;60.3573
60.9433;0;0
17.2873;0;-58.44
-51.1358;0;-33.1544
-46.2979;0;39.6307
24.8699;0;55.6379
60.4072;0;-8.06595
9.40059;0;-60.2139
-55.074;0;-26.0949
-40.6454;0;45.4096
32.0148;0;51.8569
58.8082;0;-15.99
1.34848;0;-60.9284
-58.0432;0;-18.5762
-34.2778;0;50.3897
38.5965;0;47.1634
56.1745;0;-23.6327
-6.72736;0;-60.5708
-59.9911;0;-10.7306
-27.3071;0;54.4831
44.4992;0;41.6402
52.5525;0;-30.8596
-14.6848;0;-59.1476
-60.8836;0;-2.69629
-19.8559;0;57.6179
49.6189;0;35.3844
48.0059;0;-37.5435
-22.3839;0;-56.6837
-60.7049;0;5.38548
-12.0554;0;59.739
53.8655;0;28.5059
42.6146;0;-43.5669
-29.6892;0;-53.2225
-59.4581;0;13.3725
-4.04279;0;60.809
57.1645;0;21.126
36.4736;0;-48.8238
-36.4721;0;-48.8249
-57.1651;0;21.1242
4.04096;0;60.8092
59.4576;0;13.3743
29.6908;0;-53.2216
-42.6133;0;-43.5682
-53.8664;0;28.5043
12.0536;0;59.7394
60.7047;0;5.38731
22.3856;0;-56.683
-48.0048;0;-37.545
-49.6199;0;35.3829
19.8542;0;57.6185
60.8837;0;-2.69446
14.6866;0;-59.1472
-52.5516;0;-30.8612
-44.5004;0;41.6389
27.3054;0;54.4839
59.9915;0;-10.7288
6.72919;0;-60.5706
-56.1738;0;-23.6344
-38.598;0;47.1623
34.2763;0;50.3907
58.0437;0;-18.5744
-1.34664;0;-60.9284
-58.8077;0;-15.9918
-32.0164;0;51.8559
40.644;0;45.4109
55.0748;0;-26.0932
-9.39878;0;-60.2142
-60.4069;0;-8.06777
-24.8715;0;55.6371
46.2967;0;39.6321
51.1368;0;-33.1529
-17.2855;0;-58.4405
-60.9433;0;-0.0018371
-17.2891;0;58.4395
58.9433;0;0
16.72;0;-56.5221
-49.4576;0;-32.0664
-44.7785;0;38.3301
24.0537;0;53.812
58.4247;0;-7.80125
9.09209;0;-58.2378
-53.2666;0;-25.2385
-39.3115;0;43.9194
30.9642;0;50.155
56.8783;0;-15.4652
1.30422;0;-58.9289
-56.1383;0;-17.9665
-33.1529;0;48.736
37.3299;0;45.6157
54.331;0;-22.8571
-6.50659;0;-58.5831
-58.0224;0;-10.3785
-26.4109;0;52.6951
43.0388;0;40.2737
50.8279;0;-29.8469
-14.2029;0;-57.2065
-58.8856;0;-2.60781
-19.2043;0;55.7271
47.9905;0;34.2231
46.4305;0;-36.3114
-21.6494;0;-54.8235
-58.7127;0;5.20874
-11.6598;0;57.7785
52.0978;0;27.5704
41.2161;0;-42.1372
-28.7149;0;-51.4759
-57.5068;0;12.9336
-3.91012;0;58.8134
55.2885;0;20.4327
35.2766;0;-47.2215
-35.2752;0;-47.2226
-55.2891;0;20.431
3.90834;0;58.8136
57.5064;0;12.9354
28.7164;0;-51.475
-41.2149;0;-42.1384
-52.0986;0;27.5689
11.658;0;57.7789
58.7125;0;5.21051
21.651;0;-54.8228
-46.4294;0;-36.3128
-47.9915;0;34.2217
19.2026;0;55.7276
58.8856;0;-2.60603
14.2046;0;-57.2061
-50.827;0;-29.8484
-43.04;0;40.2724
26.4093;0;52.6959
58.0227;0;-10.3767
6.50835;0;-58.5829
-54.3304;0;-22.8588
-37.3313;0;45.6145
33.1514;0;48.737
56.1389;0;-17.9648
-1.30245;0;-58.9289
-56.8778;0;-15.4669
-30.9657;0;50.1541
39.3102;0;43.9206
53.2673;0;-25.2369
-9.09033;0;-58.2381
-58.4245;0;-7.80301
-24.0553;0;53.8113
44.7773;0;38.3315
49.4586;0;-32.0649
-16.7183;0;-56.5226
-58.9433;0;-0.00177681
-16.7217;0;56.5216
56.9433;0;0
16.1527;0;-54.6043
-47.7795;0;-30.9783
-43.2591;0;37.0295
23.2375;0;51.9861
56.4423;0;-7.53654
8.78358;0;-56.2618
-51.4592;0;-24.3821
-37.9776;0;42.4292
29.9136;0;48.4532
54.9483;0;-14.9405
1.25997;0;-56.9293
-54.2335;0;-17.3569
-32.028;0;47.0823
36.0633;0;44.0679
52.4875;0;-22.0816
-6.28581;0;-56.5953
-56.0536;0;-10.0263
-25.5148;0;50.9071
41.5785;0;38.9072
49.1033;0;-28.8341
-13.721;0;-55.2655
-56.8875;0;-2.51932
-18.5527;0;53.8362
46.3621;0;33.0619
44.855;0;-35.0794
-20.9148;0;-52.9633
-56.7205;0;5.032
-11.2642;0;55.8181
50.3301;0;26.6349
39.8176;0;-40.7074
-27.7406;0;-49.7293
-55.5555;0;12.4948
-3.77744;0;56.8179
53.4125;0;19.7394
34.0797;0;-45.6192
-34.0783;0;-45.6203
-53.4131;0;19.7377
3.77573;0;56.818
55.5552;0;12.4965
27.7421;0;-49.7284
-39.8164;0;-40.7086
-50.3309;0;26.6334
11.2625;0;55.8184
56.7204;0;5.03371
20.9164;0;-52.9627
-44.854;0;-35.0807
-46.3631;0;33.0605
18.5511;0;53.8368
56.8876;0;-2.51761
13.7227;0;-55.2651
-49.1024;0;-28.8356
-41.5797;0;38.9059
25.5132;0;50.9079
56.0539;0;-10.0246
6.28752;0;-56.5951
-52.4869;0;-22.0831
-36.0646;0;44.0668
32.0266;0;47.0833
54.234;0;-17.3553
-1.25825;0;-56.9294
-54.9479;0;-14.9421
-29.915;0;48.4523
37.9764;0;42.4303
51.4599;0;-24.3806
-8.78189;0;-56.262
-56.4421;0;-7.53824
-23.2391;0;51.9854
43.258;0;37.0308
47.7804;0;-30.9769
-16.151;0;-54.6048
-56.9433;0;-0.00171652
-16.1543;0;54.6038
54.9433;0;0
15.5853;0;-52.6864
-46.1013;0;-29.8903
-41.7397;0;35.729
22.4214;0;50.1602
54.4599;0;-7.27184
8.47508;0;-54.2857
-49.6518;0;-23.5258
-36.6438;0;40.939
28.8629;0;46.7514
53.0184;0;-14.4157
1.21572;0;-54.9298
-52.3287;0;-16.7473
-30.9031;0;45.4287
34.7966;0;42.5201
50.644;0;-21.306
-6.06504;0;-54.6075
-54.0849;0;-9.67417
-24.6186;0;49.1191
40.1181;0;37.5406
47.3786;0;-27.8214
-13.2391;0;-53.3244
-54.8895;0;-2.43084
-17.9011;0;51.9453
44.7338;0;31.9007
43.2796;0;-33.8473
-20.1802;0;-51.1031
-54.7283;0;4.85527
-10.8685;0;53.8576
48.5624;0;25.6995
38.4191;0;-39.2777
-26.7662;0;-47.9826
-53.6043;0;12.0559
-3.64477;0;54.8223
51.5365;0;19.0461
32.8827;0;-44.017
-32.8814;0;-44.018
-51.5371;0;19.0445
3.64312;0;54.8224
53.6039;0;12.0576
26.7677;0;-47.9818
-38.4179;0;-39.2788
-48.5631;0;25.698
10.8669;0;53.8579
54.7282;0;4.85692
20.1817;0;-51.1025
-43.2786;0;-33.8486
-44.7347;0;31.8993
17.8995;0;51.9459
54.8896;0;-2.42918
13.2407;0;-53.324
-47.3778;0;-27.8228
-40.1193;0;37.5394
24.6172;0;49.1199
54.0852;0;-9.67254
6.06668;0;-54.6073
-50.6434;0;-21.3075
-34.7979;0;42.519
30.9017;0;45.4296
52.3292;0;-16.7457
-1.21406;0;-54.9299
-53.018;0;-14.4173
-28.8643;0;46.7506
36.6425;0;40.9401
49.6525;0;-23.5243
-8.47344;0;-54.286
-54.4597;0;-7.27348
-22.4229;0;50.1595
41.7387;0;35.7302
46.1022;0;-29.8889
-15.5837;0;-52.6869
-54.9433;0;-0.00165623
-15.5869;0;52.686
52.9433;0;0
15.018;0;-50.7686
-44.4232;0;-28.8023
-40.2204;0;34.4284
21.6052;0;48.3343
52.4775;0;-7.00714
8.16658;0;-52.3096
-47.8444;0;-22.6694
-35.3099;0;39.4487
27.8123;0;45.0496
51.0885;0;-13.891
1.17146;0;-52.9303
-50.4239;0;-16.1377
-29.7782;0;43.775
33.53;0;40.9723
48.8005;0;-20.5304
-5.84426;0;-52.6197
-52.1161;0;-9.32202
-23.7225;0;47.3311
38.6578;0;36.1741
45.654;0;-26.8087
-12.7572;0;-51.3833
-52.8914;0;-2.34235
-17.2494;0;50.0545
43.1054;0;30.7395
41.7042;0;-32.6152
-19.4456;0;-49.2429
-52.7362;0;4.67853
-10.4729;0;51.8971
46.7946;0;24.764
37.0206;0;-37.8479
-25.7919;0;-46.236
-51.653;0;11.6171
-3.5121;0;52.8267
49.6605;0;18.3528
31.6857;0;-42.4147
-31.6844;0;-42.4156
-49.6611;0;18.3513
3.5105;0;52.8268
51.6527;0;11.6187
25.7933;0;-46.2352
-37.0195;0;-37.849
-46.7954;0;24.7626
10.4713;0;51.8974
52.736;0;4.68012
19.4471;0;-49.2423
-41.7032;0;-32.6165
-43.1063;0;30.7382
17.2479;0;50.055
52.8915;0;-2.34076
12.7587;0;-51.3829
-45.6532;0;-26.81
-38.6589;0;36.173
23.7211;0;47.3318
52.1164;0;-9.32045
5.84585;0;-52.6196
-48.7999;0;-20.5319
-33.5312;0;40.9713
29.7768;0;43.7759
50.4244;0;-16.1362
-1.16987;0;-52.9304
-51.0881;0;-13.8925
-27.8136;0;45.0488
35.3087;0;39.4498
47.8451;0;-22.668
-8.165;0;-52.3099
-52.4773;0;-7.00872
-21.6067;0;48.3337
40.2193;0;34.4296
44.4241;0;-28.8009
-15.0165;0;-50.7691
-52.9433;0;-0.00159594
-15.0195;0;50.7681
50.9433;0;0
14.4507;0;-48.8507
-42.7451;0;-27.7142
-38.701;0;33.1278
20.789;0;46.5084
50.4951;0;-6.74243
7.85808;0;-50.3336
-46.037;0;-21.813
-33.976;0;37.9585
26.7616;0;43.3478
49.1585;0;-13.3662
1.12721;0;-50.9308
-48.519;0;-15.5281
-28.6532;0;42.1214
32.2634;0;39.4245
46.957;0;-19.7549
-5.62349;0;-50.632
-50.1474;0;-8.96987
-22.8263;0;45.5431
37.1974;0;34.8076
43.9294;0;-25.7959
-12.2752;0;-49.4423
-50.8934;0;-2.25387
-16.5978;0;48.1636
41.4771;0;29.5782
40.1288;0;-31.3831
-18.711;0;-47.3827
-50.744;0;4.50179
-10.0773;0;49.9366
45.0269;0;23.8285
35.6221;0;-36.4182
-24.8176;0;-44.4894
-49.7018;0;11.1782
-3.37942;0;50.8311
47.7845;0;17.6595
30.4888;0;-40.8124
-30.4875;0;-40.8133
-47.7851;0;17.658
3.37789;0;50.8312
49.7014;0;11.1797
24.8189;0;-44.4886
-35.621;0;-36.4192
-45.0276;0;23.8271
10.0758;0;49.9369
50.7439;0;4.50332
18.7125;0;-47.3821
-40.1278;0;-31.3843
-41.4779;0;29.577
16.5964;0;48.1641
50.8935;0;-2.25233
12.2767;0;-49.4419
-43.9286;0;-25.7973
-37.1985;0;34.8065
22.825;0;45.5438
50.1476;0;-8.96836
5.62501;0;-50.6318
-46.9564;0;-19.7563
-32.2645;0;39.4236
28.652;0;42.1222
48.5195;0;-15.5266
-1.12567;0;-50.9308
-49.1581;0;-13.3677
-26.7629;0;43.347
33.9749;0;37.9595
46.0377;0;-21.8116
-7.85656;0;-50.3338
-50.4949;0;-6.74395
-20.7904;0;46.5078
38.7;0;33.129
42.7459;0;-27.7129
-14.4492;0;-48.8512
-50.9433;0;-0.00153565
-14.4522;0;48.8503
48.9433;0;0
13.8834;0;-46.9329
-41.0669;0;-26.6262
-37.1816;0;31.8272
19.9729;0;44.6825
48.5127;0;-6.47773
7.54957;0;-48.3575
-44.2297;0;-20.9567
-32.6421;0;36.4683
25.711;0;41.646
47.2286;0;-12.8415
1.08296;0;-48.9313
-46.6142;0;-14.9184
-27.5283;0;40.4677
30.9967;0;37.8768
45.1135;0;-18.9793
-5.40271;0;-48.6442
-48.1786;0;-8.61772
-21.9302;0;43.7551
35.7371;0;33.4411
42.2047;0;-24.7832
-11.7933;0;-47.5012
-48.8954;0;-2.16538
-15.9462;0;46.2727
39.8487;0;28.417
38.5533;0;-30.151
-17.9764;0;-45.5224
-48.7518;0;4.32505
-9.68165;0;47.9761
43.2592;0;22.893
34.2236;0;-34.9884
-23.8433;0;-42.7428
-47.7505;0;10.7394
-3.24675;0;48.8355
45.9085;0;16.9662
29.2918;0;-39.2102
-29.2906;0;-39.211
-45.9091;0;16.9648
3.24528;0;48.8356
47.7502;0;10.7408
23.8446;0;-42.742
-34.2226;0;-34.9894
-43.2599;0;22.8917
9.6802;0;47.9764
48.7517;0;4.32652
17.9778;0;-45.5219
-38.5524;0;-30.1522
-39.8495;0;28.4158
15.9448;0;46.2732
48.8954;0;-2.16391
11.7948;0;-47.5008
-42.204;0;-24.7845
-35.7381;0;33.44
21.9289;0;43.7558
48.1789;0;-8.61627
5.40418;0;-48.644
-45.113;0;-18.9807
-30.9979;0;37.8758
27.5271;0;40.4685
46.6147;0;-14.917
-1.08148;0;-48.9313
-47.2282;0;-12.8429
-25.7122;0;41.6452
32.641;0;36.4693
44.2303;0;-20.9553
-7.54811;0;-48.3577
-48.5125;0;-6.47919
-19.9742;0;44.6819
37.1807;0;31.8283
41.0677;0;-26.6249
-13.8819;0;-46.9333
-48.9433;0;-0.00147536
-13.8848;0;46.9325
46.9433;0;0
13.316;0;-45.0151
-39.3888;0;-25.5381
-35.6622;0;30.5266
19.1567;0;42.8566
46.5303;0;-6.21303
7.24107;0;-46.3814
-42.4223;0;-20.1003
-31.3083;0;34.9781
24.6603;0;39.9442
45.2987;0;-12.3167
1.0387;0;-46.9318
-44.7094;0;-14.3088
-26.4034;0;38.8141
29.7301;0;36.329
43.27;0;-18.2037
-5.18194;0;-46.6564
-46.2099;0;-8.26557
-21.034;0;41.9671
34.2767;0;32.0745
40.4801;0;-23.7705
-11.3114;0;-45.5601
-46.8973;0;-2.0769
-15.2946;0;44.3818
38.2203;0;27.2558
36.9779;0;-28.919
-17.2419;0;-43.6622
-46.7596;0;4.14832
-9.28602;0;46.0157
41.4914;0;21.9575
32.8251;0;-33.5586
-22.869;0;-40.9961
-45.7992;0;10.3005
-3.11407;0;46.8399
44.0326;0;16.2729
28.0948;0;-37.6079
-28.0937;0;-37.6087
-44.033;0;16.2715
3.11266;0;46.84
45.7989;0;10.3019
22.8702;0;-40.9954
-32.8241;0;-33.5596
-41.4921;0;21.9562
9.28463;0;46.0159
46.7595;0;4.14973
17.2432;0;-43.6617
-36.977;0;-28.9201
-38.2211;0;27.2546
15.2932;0;44.3823
46.8974;0;-2.07548
11.3128;0;-45.5598
-40.4794;0;-23.7717
-34.2777;0;32.0735
21.0328;0;41.9678
46.2101;0;-8.26417
5.18335;0;-46.6562
-43.2695;0;-18.205
-29.7312;0;36.3281
26.4023;0;38.8148
44.7098;0;-14.3075
-1.03729;0;-46.9318
-45.2983;0;-12.3181
-24.6615;0;39.9435
31.3072;0;34.979
42.4229;0;-20.099
-7.23967;0;-46.3817
-46.5301;0;-6.21443
-19.158;0;42.8561
35.6613;0;30.5277
39.3895;0;-25.5369
-13.3147;0;-45.0155
-46.9433;0;-0.00141507
-13.3174;0;45.0147
44.9433;0;0
12.7487;0;-43.0972
-37.7106;0;-24.4501
-34.1429;0;29.2261
18.3405;0;41.0308
44.5479;0;-5.94832
6.93257;0;-44.4054
-40.6149;0;-19.2439
-29.9744;0;33.4878
23.6097;0;38.2424
43.3687;0;-11.792
0.994449;0;-44.9323
-42.8046;0;-13.6992
-25.2785;0;37.1604
28.4634;0;34.7812
41.4265;0;-17.4282
-4.96116;0;-44.6686
-44.2411;0;-7.91342
-20.1379;0;40.1791
32.8164;0;30.708
38.7554;0;-22.7577
-10.8295;0;-43.619
-44.8993;0;-1.98841
-14.643;0;42.491
36.592;0;26.0946
35.4025;0;-27.6869
-16.5073;0;-41.802
-44.7675;0;3.97158
-8.89039;0;44.0552
39.7237;0;21.022
31.4266;0;-32.1289
-21.8946;0;-39.2495
-43.848;0;9.86169
-2.9814;0;44.8443
42.1566;0;15.5796
26.8978;0;-36.0056
-26.8968;0;-36.0064
-42.157;0;15.5783
2.98005;0;44.8444
43.8477;0;9.86301
21.8958;0;-39.2488
-31.4257;0;-32.1298
-39.7244;0;21.0208
8.88906;0;44.0555
44.7673;0;3.97293
16.5085;0;-41.8015
-35.4016;0;-27.6879
-36.5928;0;26.0935
14.6417;0;42.4914
44.8993;0;-1.98706
10.8308;0;-43.6187
-38.7548;0;-22.7589
-32.8173;0;30.707
20.1367;0;40.1798
44.2414;0;-7.91208
4.96251;0;-44.6685
-41.426;0;-17.4294
-28.4645;0;34.7803
25.2774;0;37.1612
42.805;0;-13.6979
-0.993095;0;-44.9323
-43.3684;0;-11.7933
-23.6108;0;38.2417
29.9734;0;33.4887
40.6155;0;-19.2427
-6.93123;0;-44.4056
-44.5477;0;-5.94967
-18.3418;0;41.0302
34.142;0;29.2271
37.7114;0;-24.449
-12.7474;0;-43.0976
-44.9433;0;-0.00135479
-12.75;0;43.0968
42.9433;0;0
12.1814;0;-41.1794
-36.0325;0;-23.3621
-32.6235;0;27.9255
17.5244;0;39.2049
42.5655;0;-5.68362
6.62406;0;-42.4293
-38.8075;0;-18.3876
-28.6405;0;31.9976
22.5591;0;36.5406
41.4388;0;-11.2672
0.950196;0;-42.9328
-40.8997;0;-13.0896
-24.1536;0;35.5067
27.1968;0;33.2334
39.583;0;-16.6526
-4.74039;0;-42.6808
-42.2724;0;-7.56126
-19.2418;0;38.3912
31.3561;0;29.3415
37.0308;0;-21.745
-10.3476;0;-41.678
-42.9012;0;-1.89993
-13.9913;0;40.6001
34.9636;0;24.9333
33.827;0;-26.4548
-15.7727;0;-39.9418
-42.7753;0;3.79484
-8.49476;0;42.0947
37.956;0;20.0865
30.0281;0;-30.6991
-20.9203;0;-37.5029
-41.8967;0;9.42284
-2.84873;0;42.8487
40.2806;0;14.8863
25.7009;0;-34.4034
-25.6998;0;-34.4041
-40.281;0;14.8851
2.84743;0;42.8488
41.8964;0;9.4241
20.9214;0;-37.5023
-30.0272;0;-30.7
-37.9566;0;20.0854
8.49349;0;42.095
42.7752;0;3.79613
15.7739;0;-39.9413
-33.8262;0;-26.4558
-34.9644;0;24.9323
13.9901;0;40.6005
42.9013;0;-1.89863
10.3488;0;-41.6777
-37.0301;0;-21.7461
-31.3569;0;29.3406
19.2406;0;38.3917
42.2726;0;-7.55999
4.74168;0;-42.6807
-39.5825;0;-16.6538
-27.1978;0;33.2326
24.1525;0;35.5075
40.9001;0;-13.0883
-0.948901;0;-42.9328
-41.4385;0;-11.2685
-22.5602;0;36.5399
28.6395;0;31.9985
38.8081;0;-18.3864
-6.62278;0;-42.4295
-42.5653;0;-5.6849
